 ========================================================
       E/V           P              n           eps      
   0.37119E-01   0.50488E-04   0.39710E-04   0.00000E+00
   0.46756E-01   0.68657E-04   0.50014E-04   0.00000E+00
   0.60359E-01   0.93311E-04   0.64550E-04   0.00000E+00
   0.77973E-01   0.12689E-03   0.83310E-04   0.00000E+00
   0.95980E-01   0.16209E-03   0.10250E-03   0.00000E+00
   0.10406E+00   0.18050E-03   0.11115E-03   0.00000E+00
   0.11466E+00   0.20535E-03   0.12240E-03   0.00000E+00
   0.14781E+00   0.27918E-03   0.15780E-03   0.00000E+00
   0.18427E+00   0.36301E-03   0.19660E-03   0.00000E+00
   0.22074E+00   0.43684E-03   0.23550E-03   0.00000E+00
   0.37539E+00   0.54551E-03   0.40000E-03   0.00000E+00
   0.56320E+00   0.78705E-03   0.60000E-03   0.00000E+00
   0.82573E+00   0.10579E-02   0.87900E-03   0.00000E+00
   0.14950E+01   0.16459E-02   0.15900E-02   0.00000E+00
   0.35099E+01   0.38654E-02   0.37300E-02   0.00000E+00
   0.54329E+01   0.69094E-02   0.57700E-02   0.00000E+00
   0.83919E+01   0.13082E-01   0.89100E-02   0.00000E+00
   0.19252E+02   0.46349E-01   0.20400E-01   0.00000E+00
   0.44938E+02   0.17133E+00   0.47500E-01   0.00000E+00
   0.51044E+02   0.25371E+00   0.54088E-01   0.00000E+00
   0.51518E+02   0.26057E+00   0.54588E-01   0.00000E+00
   0.51992E+02   0.26755E+00   0.55088E-01   0.00000E+00
   0.52467E+02   0.27463E+00   0.55588E-01   0.00000E+00
   0.52941E+02   0.28183E+00   0.56088E-01   0.00000E+00
   0.53416E+02   0.28914E+00   0.56588E-01   0.00000E+00
   0.53890E+02   0.29656E+00   0.57088E-01   0.00000E+00
   0.54365E+02   0.30410E+00   0.57588E-01   0.00000E+00
   0.54840E+02   0.31175E+00   0.58088E-01   0.00000E+00
   0.55314E+02   0.31952E+00   0.58588E-01   0.00000E+00
   0.55789E+02   0.32740E+00   0.59088E-01   0.00000E+00
   0.56264E+02   0.33540E+00   0.59588E-01   0.00000E+00
   0.56739E+02   0.34351E+00   0.60088E-01   0.00000E+00
   0.57214E+02   0.35174E+00   0.60588E-01   0.00000E+00
   0.57689E+02   0.36008E+00   0.61088E-01   0.00000E+00
   0.58164E+02   0.36854E+00   0.61588E-01   0.00000E+00
   0.58640E+02   0.37712E+00   0.62088E-01   0.00000E+00
   0.59115E+02   0.38581E+00   0.62588E-01   0.00000E+00
   0.59590E+02   0.39462E+00   0.63088E-01   0.00000E+00
   0.60066E+02   0.40355E+00   0.63588E-01   0.00000E+00
   0.60541E+02   0.41260E+00   0.64088E-01   0.00000E+00
   0.61017E+02   0.42176E+00   0.64588E-01   0.00000E+00
   0.61493E+02   0.43104E+00   0.65088E-01   0.00000E+00
   0.61968E+02   0.44045E+00   0.65588E-01   0.00000E+00
   0.62444E+02   0.44997E+00   0.66088E-01   0.00000E+00
   0.62920E+02   0.45960E+00   0.66588E-01   0.00000E+00
   0.63396E+02   0.46936E+00   0.67088E-01   0.00000E+00
   0.63872E+02   0.47924E+00   0.67588E-01   0.00000E+00
   0.64348E+02   0.48924E+00   0.68088E-01   0.00000E+00
   0.64824E+02   0.49935E+00   0.68588E-01   0.00000E+00
   0.65300E+02   0.50959E+00   0.69088E-01   0.00000E+00
   0.65777E+02   0.51995E+00   0.69588E-01   0.00000E+00
   0.66253E+02   0.53043E+00   0.70088E-01   0.00000E+00
   0.66730E+02   0.54103E+00   0.70588E-01   0.00000E+00
   0.67206E+02   0.55175E+00   0.71088E-01   0.00000E+00
   0.67683E+02   0.56259E+00   0.71588E-01   0.00000E+00
   0.68159E+02   0.57355E+00   0.72088E-01   0.00000E+00
   0.68636E+02   0.58463E+00   0.72588E-01   0.00000E+00
   0.69113E+02   0.59584E+00   0.73088E-01   0.00000E+00
   0.69590E+02   0.60717E+00   0.73588E-01   0.00000E+00
   0.70067E+02   0.61862E+00   0.74088E-01   0.00000E+00
   0.70544E+02   0.63019E+00   0.74588E-01   0.00000E+00
   0.71021E+02   0.64189E+00   0.75088E-01   0.00000E+00
   0.71498E+02   0.65371E+00   0.75588E-01   0.00000E+00
   0.71976E+02   0.66565E+00   0.76088E-01   0.00000E+00
   0.72453E+02   0.67771E+00   0.76588E-01   0.00000E+00
   0.72931E+02   0.68990E+00   0.77088E-01   0.00000E+00
   0.73408E+02   0.70221E+00   0.77588E-01   0.00000E+00
   0.73886E+02   0.71465E+00   0.78088E-01   0.00000E+00
   0.74364E+02   0.72721E+00   0.78588E-01   0.00000E+00
   0.74841E+02   0.73990E+00   0.79088E-01   0.00000E+00
   0.75319E+02   0.75271E+00   0.79588E-01   0.00000E+00
   0.75797E+02   0.76564E+00   0.80088E-01   0.00000E+00
   0.76275E+02   0.77870E+00   0.80588E-01   0.00000E+00
   0.76753E+02   0.79189E+00   0.81088E-01   0.00000E+00
   0.77231E+02   0.80520E+00   0.81588E-01   0.00000E+00
   0.77710E+02   0.81864E+00   0.82088E-01   0.00000E+00
   0.78188E+02   0.83221E+00   0.82588E-01   0.00000E+00
   0.78667E+02   0.84590E+00   0.83088E-01   0.00000E+00
   0.79145E+02   0.85972E+00   0.83588E-01   0.00000E+00
   0.79624E+02   0.87367E+00   0.84088E-01   0.00000E+00
   0.80102E+02   0.88774E+00   0.84588E-01   0.00000E+00
   0.80581E+02   0.90195E+00   0.85088E-01   0.00000E+00
   0.81060E+02   0.91628E+00   0.85588E-01   0.00000E+00
   0.81539E+02   0.93074E+00   0.86088E-01   0.00000E+00
   0.82018E+02   0.94532E+00   0.86588E-01   0.00000E+00
   0.82497E+02   0.96004E+00   0.87088E-01   0.00000E+00
   0.82976E+02   0.97488E+00   0.87588E-01   0.00000E+00
   0.83456E+02   0.98985E+00   0.88088E-01   0.00000E+00
   0.83935E+02   0.10049E+01   0.88588E-01   0.00000E+00
   0.84414E+02   0.10202E+01   0.89088E-01   0.00000E+00
   0.84894E+02   0.10355E+01   0.89588E-01   0.00000E+00
   0.85374E+02   0.10510E+01   0.90088E-01   0.00000E+00
   0.85853E+02   0.10666E+01   0.90588E-01   0.00000E+00
   0.86333E+02   0.10824E+01   0.91088E-01   0.00000E+00
   0.86813E+02   0.10982E+01   0.91588E-01   0.00000E+00
   0.87293E+02   0.11142E+01   0.92088E-01   0.00000E+00
   0.87773E+02   0.11304E+01   0.92588E-01   0.00000E+00
   0.88253E+02   0.11466E+01   0.93088E-01   0.00000E+00
   0.88733E+02   0.11630E+01   0.93588E-01   0.00000E+00
   0.89214E+02   0.11796E+01   0.94088E-01   0.00000E+00
   0.89694E+02   0.11962E+01   0.94588E-01   0.00000E+00
   0.90175E+02   0.12130E+01   0.95088E-01   0.00000E+00
   0.90655E+02   0.12300E+01   0.95588E-01   0.00000E+00
   0.91136E+02   0.12470E+01   0.96088E-01   0.00000E+00
   0.91617E+02   0.12642E+01   0.96588E-01   0.00000E+00
   0.92098E+02   0.12816E+01   0.97088E-01   0.00000E+00
   0.92579E+02   0.12991E+01   0.97588E-01   0.00000E+00
   0.93060E+02   0.13167E+01   0.98088E-01   0.00000E+00
   0.93541E+02   0.13344E+01   0.98588E-01   0.00000E+00
   0.94022E+02   0.13523E+01   0.99088E-01   0.00000E+00
   0.94503E+02   0.13704E+01   0.99588E-01   0.00000E+00
   0.94985E+02   0.13886E+01   0.10009E+00   0.00000E+00
   0.95466E+02   0.14069E+01   0.10059E+00   0.00000E+00
   0.95948E+02   0.14253E+01   0.10109E+00   0.00000E+00
   0.96429E+02   0.14440E+01   0.10159E+00   0.00000E+00
   0.96911E+02   0.14627E+01   0.10209E+00   0.00000E+00
   0.97393E+02   0.14816E+01   0.10259E+00   0.00000E+00
   0.97875E+02   0.15006E+01   0.10309E+00   0.00000E+00
   0.98357E+02   0.15198E+01   0.10359E+00   0.00000E+00
   0.98839E+02   0.15391E+01   0.10409E+00   0.00000E+00
   0.99321E+02   0.15586E+01   0.10459E+00   0.00000E+00
   0.99804E+02   0.15782E+01   0.10509E+00   0.00000E+00
   0.10029E+03   0.15979E+01   0.10559E+00   0.00000E+00
   0.10077E+03   0.16177E+01   0.10609E+00   0.00000E+00
   0.10125E+03   0.16377E+01   0.10659E+00   0.00000E+00
   0.10173E+03   0.16578E+01   0.10709E+00   0.00000E+00
   0.10222E+03   0.16780E+01   0.10759E+00   0.00000E+00
   0.10270E+03   0.16983E+01   0.10809E+00   0.00000E+00
   0.10318E+03   0.17188E+01   0.10859E+00   0.00000E+00
   0.10367E+03   0.17394E+01   0.10909E+00   0.00000E+00
   0.10415E+03   0.17601E+01   0.10959E+00   0.00000E+00
   0.10463E+03   0.17809E+01   0.11009E+00   0.00000E+00
   0.10512E+03   0.18019E+01   0.11059E+00   0.00000E+00
   0.10560E+03   0.18230E+01   0.11109E+00   0.00000E+00
   0.10608E+03   0.18441E+01   0.11159E+00   0.00000E+00
   0.10657E+03   0.18653E+01   0.11209E+00   0.00000E+00
   0.10705E+03   0.18865E+01   0.11259E+00   0.00000E+00
   0.10753E+03   0.19078E+01   0.11309E+00   0.00000E+00
   0.10802E+03   0.19292E+01   0.11359E+00   0.00000E+00
   0.10850E+03   0.19507E+01   0.11409E+00   0.00000E+00
   0.10899E+03   0.19722E+01   0.11459E+00   0.00000E+00
   0.10947E+03   0.19939E+01   0.11509E+00   0.00000E+00
   0.10995E+03   0.20157E+01   0.11559E+00   0.00000E+00
   0.11044E+03   0.20376E+01   0.11609E+00   0.00000E+00
   0.11092E+03   0.20595E+01   0.11659E+00   0.00000E+00
   0.11141E+03   0.20816E+01   0.11709E+00   0.00000E+00
   0.11189E+03   0.21038E+01   0.11759E+00   0.00000E+00
   0.11238E+03   0.21260E+01   0.11809E+00   0.00000E+00
   0.11286E+03   0.21484E+01   0.11859E+00   0.00000E+00
   0.11335E+03   0.21709E+01   0.11909E+00   0.00000E+00
   0.11383E+03   0.21935E+01   0.11959E+00   0.00000E+00
   0.11432E+03   0.22162E+01   0.12009E+00   0.00000E+00
   0.11480E+03   0.22390E+01   0.12059E+00   0.00000E+00
   0.11529E+03   0.22620E+01   0.12109E+00   0.00000E+00
   0.11577E+03   0.22850E+01   0.12159E+00   0.00000E+00
   0.11626E+03   0.23082E+01   0.12209E+00   0.00000E+00
   0.11674E+03   0.23315E+01   0.12259E+00   0.00000E+00
   0.11723E+03   0.23550E+01   0.12309E+00   0.00000E+00
   0.11772E+03   0.23785E+01   0.12359E+00   0.00000E+00
   0.11820E+03   0.24022E+01   0.12409E+00   0.00000E+00
   0.11869E+03   0.24260E+01   0.12459E+00   0.00000E+00
   0.11917E+03   0.24500E+01   0.12509E+00   0.00000E+00
   0.11966E+03   0.24740E+01   0.12559E+00   0.00000E+00
   0.12015E+03   0.24982E+01   0.12609E+00   0.00000E+00
   0.12063E+03   0.25226E+01   0.12659E+00   0.00000E+00
   0.12112E+03   0.25471E+01   0.12709E+00   0.00000E+00
   0.12161E+03   0.25717E+01   0.12759E+00   0.00000E+00
   0.12209E+03   0.25965E+01   0.12809E+00   0.00000E+00
   0.12258E+03   0.26214E+01   0.12859E+00   0.00000E+00
   0.12307E+03   0.26464E+01   0.12909E+00   0.00000E+00
   0.12355E+03   0.26716E+01   0.12959E+00   0.00000E+00
   0.12404E+03   0.26970E+01   0.13009E+00   0.00000E+00
   0.12453E+03   0.27224E+01   0.13059E+00   0.00000E+00
   0.12501E+03   0.27481E+01   0.13109E+00   0.00000E+00
   0.12550E+03   0.27738E+01   0.13159E+00   0.00000E+00
   0.12599E+03   0.27998E+01   0.13209E+00   0.00000E+00
   0.12648E+03   0.28258E+01   0.13259E+00   0.00000E+00
   0.12696E+03   0.28521E+01   0.13309E+00   0.00000E+00
   0.12745E+03   0.28784E+01   0.13359E+00   0.00000E+00
   0.12794E+03   0.29049E+01   0.13409E+00   0.00000E+00
   0.12843E+03   0.29316E+01   0.13459E+00   0.00000E+00
   0.12892E+03   0.29584E+01   0.13509E+00   0.00000E+00
   0.12940E+03   0.29854E+01   0.13559E+00   0.00000E+00
   0.12989E+03   0.30125E+01   0.13609E+00   0.00000E+00
   0.13038E+03   0.30398E+01   0.13659E+00   0.00000E+00
   0.13087E+03   0.30673E+01   0.13709E+00   0.00000E+00
   0.13136E+03   0.30949E+01   0.13759E+00   0.00000E+00
   0.13185E+03   0.31226E+01   0.13809E+00   0.00000E+00
   0.13234E+03   0.31505E+01   0.13859E+00   0.00000E+00
   0.13282E+03   0.31786E+01   0.13909E+00   0.00000E+00
   0.13331E+03   0.32068E+01   0.13959E+00   0.00000E+00
   0.13380E+03   0.32352E+01   0.14009E+00   0.00000E+00
   0.13429E+03   0.32637E+01   0.14059E+00   0.00000E+00
   0.13478E+03   0.32925E+01   0.14109E+00   0.00000E+00
   0.13527E+03   0.33213E+01   0.14159E+00   0.00000E+00
   0.13576E+03   0.33504E+01   0.14209E+00   0.00000E+00
   0.13625E+03   0.33796E+01   0.14259E+00   0.00000E+00
   0.13674E+03   0.34089E+01   0.14309E+00   0.00000E+00
   0.13723E+03   0.34385E+01   0.14359E+00   0.00000E+00
   0.13772E+03   0.34682E+01   0.14409E+00   0.00000E+00
   0.13821E+03   0.34981E+01   0.14459E+00   0.00000E+00
   0.13870E+03   0.35281E+01   0.14509E+00   0.00000E+00
   0.13919E+03   0.35583E+01   0.14559E+00   0.00000E+00
   0.13968E+03   0.35887E+01   0.14609E+00   0.00000E+00
   0.14017E+03   0.36193E+01   0.14659E+00   0.00000E+00
   0.14066E+03   0.36500E+01   0.14709E+00   0.00000E+00
   0.14115E+03   0.36809E+01   0.14759E+00   0.00000E+00
   0.14164E+03   0.37120E+01   0.14809E+00   0.00000E+00
   0.14213E+03   0.37433E+01   0.14859E+00   0.00000E+00
   0.14262E+03   0.37747E+01   0.14909E+00   0.00000E+00
   0.14311E+03   0.38063E+01   0.14959E+00   0.00000E+00
   0.14361E+03   0.38381E+01   0.15009E+00   0.00000E+00
   0.14410E+03   0.38701E+01   0.15059E+00   0.00000E+00
   0.14459E+03   0.39023E+01   0.15109E+00   0.00000E+00
   0.14508E+03   0.39346E+01   0.15159E+00   0.00000E+00
   0.14557E+03   0.39671E+01   0.15209E+00   0.00000E+00
   0.14606E+03   0.39999E+01   0.15259E+00   0.00000E+00
   0.14655E+03   0.40327E+01   0.15309E+00   0.00000E+00
   0.14705E+03   0.40658E+01   0.15359E+00   0.00000E+00
   0.14754E+03   0.40991E+01   0.15409E+00   0.00000E+00
   0.14803E+03   0.41325E+01   0.15459E+00   0.00000E+00
   0.14852E+03   0.41662E+01   0.15509E+00   0.00000E+00
   0.14901E+03   0.42000E+01   0.15559E+00   0.00000E+00
   0.14951E+03   0.42340E+01   0.15609E+00   0.00000E+00
   0.15000E+03   0.42682E+01   0.15659E+00   0.00000E+00
   0.15049E+03   0.43026E+01   0.15709E+00   0.00000E+00
   0.15099E+03   0.43372E+01   0.15759E+00   0.00000E+00
   0.15148E+03   0.43720E+01   0.15809E+00   0.00000E+00
   0.15197E+03   0.44070E+01   0.15859E+00   0.00000E+00
   0.15246E+03   0.44422E+01   0.15909E+00   0.00000E+00
   0.15296E+03   0.44775E+01   0.15959E+00   0.00000E+00
   0.15345E+03   0.45131E+01   0.16009E+00   0.00000E+00
   0.15394E+03   0.45489E+01   0.16059E+00   0.00000E+00
   0.15444E+03   0.45849E+01   0.16109E+00   0.00000E+00
   0.15493E+03   0.46210E+01   0.16159E+00   0.00000E+00
   0.15543E+03   0.46574E+01   0.16209E+00   0.00000E+00
   0.15592E+03   0.46940E+01   0.16259E+00   0.00000E+00
   0.15641E+03   0.47307E+01   0.16309E+00   0.00000E+00
   0.15691E+03   0.47677E+01   0.16359E+00   0.00000E+00
   0.15740E+03   0.48049E+01   0.16409E+00   0.00000E+00
   0.15790E+03   0.48423E+01   0.16459E+00   0.00000E+00
   0.15839E+03   0.48799E+01   0.16509E+00   0.00000E+00
   0.15888E+03   0.49177E+01   0.16559E+00   0.00000E+00
   0.15938E+03   0.49557E+01   0.16609E+00   0.00000E+00
   0.15987E+03   0.49939E+01   0.16659E+00   0.00000E+00
   0.16037E+03   0.50323E+01   0.16709E+00   0.00000E+00
   0.16086E+03   0.50710E+01   0.16759E+00   0.00000E+00
   0.16136E+03   0.51098E+01   0.16809E+00   0.00000E+00
   0.16185E+03   0.51489E+01   0.16859E+00   0.00000E+00
   0.16235E+03   0.51882E+01   0.16909E+00   0.00000E+00
   0.16285E+03   0.52276E+01   0.16959E+00   0.00000E+00
   0.16334E+03   0.52674E+01   0.17009E+00   0.00000E+00
   0.16384E+03   0.53073E+01   0.17059E+00   0.00000E+00
   0.16433E+03   0.53474E+01   0.17109E+00   0.00000E+00
   0.16483E+03   0.53878E+01   0.17159E+00   0.00000E+00
   0.16532E+03   0.54284E+01   0.17209E+00   0.00000E+00
   0.16582E+03   0.54692E+01   0.17259E+00   0.00000E+00
   0.16632E+03   0.55102E+01   0.17309E+00   0.00000E+00
   0.16681E+03   0.55514E+01   0.17359E+00   0.00000E+00
   0.16731E+03   0.55929E+01   0.17409E+00   0.00000E+00
   0.16781E+03   0.56346E+01   0.17459E+00   0.00000E+00
   0.16830E+03   0.56765E+01   0.17509E+00   0.00000E+00
   0.16880E+03   0.57186E+01   0.17559E+00   0.00000E+00
   0.16930E+03   0.57610E+01   0.17609E+00   0.00000E+00
   0.16979E+03   0.58036E+01   0.17659E+00   0.00000E+00
   0.17029E+03   0.58464E+01   0.17709E+00   0.00000E+00
   0.17079E+03   0.58894E+01   0.17759E+00   0.00000E+00
   0.17129E+03   0.59327E+01   0.17809E+00   0.00000E+00
   0.17178E+03   0.59762E+01   0.17859E+00   0.00000E+00
   0.17228E+03   0.60200E+01   0.17909E+00   0.00000E+00
   0.17278E+03   0.60640E+01   0.17959E+00   0.00000E+00
   0.17328E+03   0.61082E+01   0.18009E+00   0.00000E+00
   0.17378E+03   0.61526E+01   0.18059E+00   0.00000E+00
   0.17427E+03   0.61973E+01   0.18109E+00   0.00000E+00
   0.17477E+03   0.62422E+01   0.18159E+00   0.00000E+00
   0.17527E+03   0.62874E+01   0.18209E+00   0.00000E+00
   0.17577E+03   0.63327E+01   0.18259E+00   0.00000E+00
   0.17627E+03   0.63784E+01   0.18309E+00   0.00000E+00
   0.17677E+03   0.64242E+01   0.18359E+00   0.00000E+00
   0.17727E+03   0.64704E+01   0.18409E+00   0.00000E+00
   0.17777E+03   0.65167E+01   0.18459E+00   0.00000E+00
   0.17826E+03   0.65633E+01   0.18509E+00   0.00000E+00
   0.17876E+03   0.66101E+01   0.18559E+00   0.00000E+00
   0.17926E+03   0.66572E+01   0.18609E+00   0.00000E+00
   0.17976E+03   0.67045E+01   0.18659E+00   0.00000E+00
   0.18026E+03   0.67521E+01   0.18709E+00   0.00000E+00
   0.18076E+03   0.67999E+01   0.18759E+00   0.00000E+00
   0.18126E+03   0.68480E+01   0.18809E+00   0.00000E+00
   0.18176E+03   0.68963E+01   0.18859E+00   0.00000E+00
   0.18226E+03   0.69449E+01   0.18909E+00   0.00000E+00
   0.18276E+03   0.69937E+01   0.18959E+00   0.00000E+00
   0.18326E+03   0.70428E+01   0.19009E+00   0.00000E+00
   0.18376E+03   0.70921E+01   0.19059E+00   0.00000E+00
   0.18427E+03   0.71417E+01   0.19109E+00   0.00000E+00
   0.18477E+03   0.71915E+01   0.19159E+00   0.00000E+00
   0.18527E+03   0.72416E+01   0.19209E+00   0.00000E+00
   0.18577E+03   0.72919E+01   0.19259E+00   0.00000E+00
   0.18627E+03   0.73425E+01   0.19309E+00   0.00000E+00
   0.18677E+03   0.73933E+01   0.19359E+00   0.00000E+00
   0.18727E+03   0.74444E+01   0.19409E+00   0.00000E+00
   0.18777E+03   0.74958E+01   0.19459E+00   0.00000E+00
   0.18828E+03   0.75474E+01   0.19509E+00   0.00000E+00
   0.18878E+03   0.75993E+01   0.19559E+00   0.00000E+00
   0.18928E+03   0.76515E+01   0.19609E+00   0.00000E+00
   0.18978E+03   0.77039E+01   0.19659E+00   0.00000E+00
   0.19028E+03   0.77566E+01   0.19709E+00   0.00000E+00
   0.19079E+03   0.78095E+01   0.19759E+00   0.00000E+00
   0.19129E+03   0.78627E+01   0.19809E+00   0.00000E+00
   0.19179E+03   0.79162E+01   0.19859E+00   0.00000E+00
   0.19230E+03   0.79699E+01   0.19909E+00   0.00000E+00
   0.19280E+03   0.80239E+01   0.19959E+00   0.00000E+00
   0.19330E+03   0.80782E+01   0.20009E+00   0.00000E+00
   0.19380E+03   0.81327E+01   0.20059E+00   0.00000E+00
   0.19431E+03   0.81875E+01   0.20109E+00   0.00000E+00
   0.19481E+03   0.82426E+01   0.20159E+00   0.00000E+00
   0.19532E+03   0.82979E+01   0.20209E+00   0.00000E+00
   0.19582E+03   0.83535E+01   0.20259E+00   0.00000E+00
   0.19632E+03   0.84094E+01   0.20309E+00   0.00000E+00
   0.19683E+03   0.84656E+01   0.20359E+00   0.00000E+00
   0.19733E+03   0.85220E+01   0.20409E+00   0.00000E+00
   0.19784E+03   0.85787E+01   0.20459E+00   0.00000E+00
   0.19834E+03   0.86357E+01   0.20509E+00   0.00000E+00
   0.19885E+03   0.86930E+01   0.20559E+00   0.00000E+00
   0.19935E+03   0.87505E+01   0.20609E+00   0.00000E+00
   0.19986E+03   0.88084E+01   0.20659E+00   0.00000E+00
   0.20036E+03   0.88665E+01   0.20709E+00   0.00000E+00
   0.20087E+03   0.89248E+01   0.20759E+00   0.00000E+00
   0.20137E+03   0.89835E+01   0.20809E+00   0.00000E+00
   0.20188E+03   0.90424E+01   0.20859E+00   0.00000E+00
   0.20238E+03   0.91017E+01   0.20909E+00   0.00000E+00
   0.20289E+03   0.91612E+01   0.20959E+00   0.00000E+00
   0.20339E+03   0.92210E+01   0.21009E+00   0.00000E+00
   0.20390E+03   0.92810E+01   0.21059E+00   0.00000E+00
   0.20441E+03   0.93414E+01   0.21109E+00   0.00000E+00
   0.20491E+03   0.94020E+01   0.21159E+00   0.00000E+00
   0.20542E+03   0.94629E+01   0.21209E+00   0.00000E+00
   0.20593E+03   0.95242E+01   0.21259E+00   0.00000E+00
   0.20643E+03   0.95857E+01   0.21309E+00   0.00000E+00
   0.20694E+03   0.96474E+01   0.21359E+00   0.00000E+00
   0.20745E+03   0.97095E+01   0.21409E+00   0.00000E+00
   0.20795E+03   0.97719E+01   0.21459E+00   0.00000E+00
   0.20846E+03   0.98346E+01   0.21509E+00   0.00000E+00
   0.20897E+03   0.98975E+01   0.21559E+00   0.00000E+00
   0.20948E+03   0.99607E+01   0.21609E+00   0.00000E+00
   0.20998E+03   0.10024E+02   0.21659E+00   0.00000E+00
   0.21049E+03   0.10088E+02   0.21709E+00   0.00000E+00
   0.21100E+03   0.10152E+02   0.21759E+00   0.00000E+00
   0.21151E+03   0.10217E+02   0.21809E+00   0.00000E+00
   0.21202E+03   0.10281E+02   0.21859E+00   0.00000E+00
   0.21253E+03   0.10346E+02   0.21909E+00   0.00000E+00
   0.21303E+03   0.10412E+02   0.21959E+00   0.00000E+00
   0.21354E+03   0.10477E+02   0.22009E+00   0.00000E+00
   0.21405E+03   0.10543E+02   0.22059E+00   0.00000E+00
   0.21456E+03   0.10609E+02   0.22109E+00   0.00000E+00
   0.21507E+03   0.10676E+02   0.22159E+00   0.00000E+00
   0.21558E+03   0.10743E+02   0.22209E+00   0.00000E+00
   0.21609E+03   0.10810E+02   0.22259E+00   0.00000E+00
   0.21660E+03   0.10877E+02   0.22309E+00   0.00000E+00
   0.21711E+03   0.10945E+02   0.22359E+00   0.00000E+00
   0.21762E+03   0.11013E+02   0.22409E+00   0.00000E+00
   0.21813E+03   0.11081E+02   0.22459E+00   0.00000E+00
   0.21864E+03   0.11150E+02   0.22509E+00   0.00000E+00
   0.21915E+03   0.11219E+02   0.22559E+00   0.00000E+00
   0.21966E+03   0.11288E+02   0.22609E+00   0.00000E+00
   0.22017E+03   0.11357E+02   0.22659E+00   0.00000E+00
   0.22068E+03   0.11427E+02   0.22709E+00   0.00000E+00
   0.22119E+03   0.11497E+02   0.22759E+00   0.00000E+00
   0.22171E+03   0.11568E+02   0.22809E+00   0.00000E+00
   0.22222E+03   0.11638E+02   0.22859E+00   0.00000E+00
   0.22273E+03   0.11709E+02   0.22909E+00   0.00000E+00
   0.22324E+03   0.11781E+02   0.22959E+00   0.00000E+00
   0.22375E+03   0.11852E+02   0.23009E+00   0.00000E+00
   0.22426E+03   0.11924E+02   0.23059E+00   0.00000E+00
   0.22478E+03   0.11997E+02   0.23109E+00   0.00000E+00
   0.22529E+03   0.12069E+02   0.23159E+00   0.00000E+00
   0.22580E+03   0.12142E+02   0.23209E+00   0.00000E+00
   0.22631E+03   0.12215E+02   0.23259E+00   0.00000E+00
   0.22683E+03   0.12289E+02   0.23309E+00   0.00000E+00
   0.22734E+03   0.12363E+02   0.23359E+00   0.00000E+00
   0.22785E+03   0.12437E+02   0.23409E+00   0.00000E+00
