 ========================================================
       E/V           P              n           eps      
   0.37119E-01   0.50488E-04   0.39710E-04   0.00000E+00
   0.46756E-01   0.68657E-04   0.50014E-04   0.00000E+00
   0.60359E-01   0.93311E-04   0.64550E-04   0.00000E+00
   0.77973E-01   0.12689E-03   0.83310E-04   0.00000E+00
   0.95980E-01   0.16209E-03   0.10250E-03   0.00000E+00
   0.10406E+00   0.18050E-03   0.11115E-03   0.00000E+00
   0.11466E+00   0.20535E-03   0.12240E-03   0.00000E+00
   0.14781E+00   0.27918E-03   0.15780E-03   0.00000E+00
   0.18427E+00   0.36301E-03   0.19660E-03   0.00000E+00
   0.22074E+00   0.43684E-03   0.23550E-03   0.00000E+00
   0.37539E+00   0.54551E-03   0.40000E-03   0.00000E+00
   0.56320E+00   0.78705E-03   0.60000E-03   0.00000E+00
   0.82573E+00   0.10579E-02   0.87900E-03   0.00000E+00
   0.14950E+01   0.16459E-02   0.15900E-02   0.00000E+00
   0.35099E+01   0.38654E-02   0.37300E-02   0.00000E+00
   0.54329E+01   0.69094E-02   0.57700E-02   0.00000E+00
   0.83919E+01   0.13082E-01   0.89100E-02   0.00000E+00
   0.19252E+02   0.46349E-01   0.20400E-01   0.00000E+00
   0.44938E+02   0.17133E+00   0.47500E-01   0.00000E+00
   0.82654E+02   0.28894E+00   0.87070E-01   0.00000E+00
   0.82845E+02   0.29056E+00   0.87270E-01   0.00000E+00
   0.83036E+02   0.29219E+00   0.87470E-01   0.00000E+00
   0.83226E+02   0.29384E+00   0.87670E-01   0.00000E+00
   0.83417E+02   0.29551E+00   0.87870E-01   0.00000E+00
   0.83607E+02   0.29719E+00   0.88070E-01   0.00000E+00
   0.83798E+02   0.29890E+00   0.88270E-01   0.00000E+00
   0.83988E+02   0.30062E+00   0.88470E-01   0.00000E+00
   0.84179E+02   0.30235E+00   0.88670E-01   0.00000E+00
   0.84369E+02   0.30411E+00   0.88870E-01   0.00000E+00
   0.84560E+02   0.30588E+00   0.89070E-01   0.00000E+00
   0.84750E+02   0.30767E+00   0.89270E-01   0.00000E+00
   0.84941E+02   0.30947E+00   0.89470E-01   0.00000E+00
   0.85132E+02   0.31130E+00   0.89670E-01   0.00000E+00
   0.85322E+02   0.31314E+00   0.89870E-01   0.00000E+00
   0.85513E+02   0.31500E+00   0.90070E-01   0.00000E+00
   0.85703E+02   0.31688E+00   0.90270E-01   0.00000E+00
   0.85894E+02   0.31877E+00   0.90470E-01   0.00000E+00
   0.86085E+02   0.32069E+00   0.90670E-01   0.00000E+00
   0.86275E+02   0.32262E+00   0.90870E-01   0.00000E+00
   0.86466E+02   0.32457E+00   0.91070E-01   0.00000E+00
   0.86656E+02   0.32654E+00   0.91270E-01   0.00000E+00
   0.86847E+02   0.32852E+00   0.91470E-01   0.00000E+00
   0.87038E+02   0.33053E+00   0.91670E-01   0.00000E+00
   0.87228E+02   0.33256E+00   0.91870E-01   0.00000E+00
   0.87419E+02   0.33460E+00   0.92070E-01   0.00000E+00
   0.87609E+02   0.33666E+00   0.92270E-01   0.00000E+00
   0.87800E+02   0.33874E+00   0.92470E-01   0.00000E+00
   0.87991E+02   0.34084E+00   0.92670E-01   0.00000E+00
   0.88181E+02   0.34296E+00   0.92870E-01   0.00000E+00
   0.88372E+02   0.34510E+00   0.93070E-01   0.00000E+00
   0.88563E+02   0.34726E+00   0.93270E-01   0.00000E+00
   0.88753E+02   0.34944E+00   0.93470E-01   0.00000E+00
   0.88944E+02   0.35164E+00   0.93670E-01   0.00000E+00
   0.89135E+02   0.35386E+00   0.93870E-01   0.00000E+00
   0.89325E+02   0.35609E+00   0.94070E-01   0.00000E+00
   0.89516E+02   0.35835E+00   0.94270E-01   0.00000E+00
   0.89707E+02   0.36063E+00   0.94470E-01   0.00000E+00
   0.89897E+02   0.36292E+00   0.94670E-01   0.00000E+00
   0.90088E+02   0.36524E+00   0.94870E-01   0.00000E+00
   0.90279E+02   0.36758E+00   0.95070E-01   0.00000E+00
   0.90469E+02   0.36993E+00   0.95270E-01   0.00000E+00
   0.90660E+02   0.37231E+00   0.95470E-01   0.00000E+00
   0.90851E+02   0.37471E+00   0.95670E-01   0.00000E+00
   0.91041E+02   0.37713E+00   0.95870E-01   0.00000E+00
   0.91232E+02   0.37957E+00   0.96070E-01   0.00000E+00
   0.91423E+02   0.38203E+00   0.96270E-01   0.00000E+00
   0.91614E+02   0.38451E+00   0.96470E-01   0.00000E+00
   0.91804E+02   0.38701E+00   0.96670E-01   0.00000E+00
   0.91995E+02   0.38953E+00   0.96870E-01   0.00000E+00
   0.92186E+02   0.39207E+00   0.97070E-01   0.00000E+00
   0.92377E+02   0.39464E+00   0.97270E-01   0.00000E+00
   0.92567E+02   0.39722E+00   0.97470E-01   0.00000E+00
   0.92758E+02   0.39983E+00   0.97670E-01   0.00000E+00
   0.92949E+02   0.40246E+00   0.97870E-01   0.00000E+00
   0.93140E+02   0.40511E+00   0.98070E-01   0.00000E+00
   0.93330E+02   0.40778E+00   0.98270E-01   0.00000E+00
   0.93521E+02   0.41047E+00   0.98470E-01   0.00000E+00
   0.93712E+02   0.41319E+00   0.98670E-01   0.00000E+00
   0.93903E+02   0.41592E+00   0.98870E-01   0.00000E+00
   0.94094E+02   0.41868E+00   0.99070E-01   0.00000E+00
   0.94284E+02   0.42146E+00   0.99270E-01   0.00000E+00
   0.94475E+02   0.42426E+00   0.99470E-01   0.00000E+00
   0.94666E+02   0.42709E+00   0.99670E-01   0.00000E+00
   0.94857E+02   0.42993E+00   0.99870E-01   0.00000E+00
   0.95048E+02   0.43280E+00   0.10007E+00   0.00000E+00
   0.95238E+02   0.43569E+00   0.10027E+00   0.00000E+00
   0.95429E+02   0.43860E+00   0.10047E+00   0.00000E+00
   0.95620E+02   0.44154E+00   0.10067E+00   0.00000E+00
   0.95811E+02   0.44450E+00   0.10087E+00   0.00000E+00
   0.96002E+02   0.44748E+00   0.10107E+00   0.00000E+00
   0.96193E+02   0.45048E+00   0.10127E+00   0.00000E+00
   0.96384E+02   0.45351E+00   0.10147E+00   0.00000E+00
   0.96574E+02   0.45656E+00   0.10167E+00   0.00000E+00
   0.96765E+02   0.45963E+00   0.10187E+00   0.00000E+00
   0.96956E+02   0.46273E+00   0.10207E+00   0.00000E+00
   0.97147E+02   0.46584E+00   0.10227E+00   0.00000E+00
   0.97338E+02   0.46899E+00   0.10247E+00   0.00000E+00
   0.97529E+02   0.47215E+00   0.10267E+00   0.00000E+00
   0.97720E+02   0.47534E+00   0.10287E+00   0.00000E+00
   0.97911E+02   0.47855E+00   0.10307E+00   0.00000E+00
   0.98102E+02   0.48178E+00   0.10327E+00   0.00000E+00
   0.98293E+02   0.48504E+00   0.10347E+00   0.00000E+00
   0.98483E+02   0.48832E+00   0.10367E+00   0.00000E+00
   0.98674E+02   0.49162E+00   0.10387E+00   0.00000E+00
   0.98865E+02   0.49495E+00   0.10407E+00   0.00000E+00
   0.99056E+02   0.49830E+00   0.10427E+00   0.00000E+00
   0.99247E+02   0.50167E+00   0.10447E+00   0.00000E+00
   0.99438E+02   0.50507E+00   0.10467E+00   0.00000E+00
   0.99629E+02   0.50849E+00   0.10487E+00   0.00000E+00
   0.99820E+02   0.51193E+00   0.10507E+00   0.00000E+00
   0.10001E+03   0.51540E+00   0.10527E+00   0.00000E+00
   0.10020E+03   0.51889E+00   0.10547E+00   0.00000E+00
   0.10039E+03   0.52240E+00   0.10567E+00   0.00000E+00
   0.10058E+03   0.52594E+00   0.10587E+00   0.00000E+00
   0.10078E+03   0.52950E+00   0.10607E+00   0.00000E+00
   0.10097E+03   0.53309E+00   0.10627E+00   0.00000E+00
   0.10116E+03   0.53670E+00   0.10647E+00   0.00000E+00
   0.10135E+03   0.54034E+00   0.10667E+00   0.00000E+00
   0.10154E+03   0.54400E+00   0.10687E+00   0.00000E+00
   0.10173E+03   0.54768E+00   0.10707E+00   0.00000E+00
   0.10192E+03   0.55139E+00   0.10727E+00   0.00000E+00
   0.10211E+03   0.55512E+00   0.10747E+00   0.00000E+00
   0.10230E+03   0.55888E+00   0.10767E+00   0.00000E+00
   0.10249E+03   0.56266E+00   0.10787E+00   0.00000E+00
   0.10269E+03   0.56647E+00   0.10807E+00   0.00000E+00
   0.10288E+03   0.57030E+00   0.10827E+00   0.00000E+00
   0.10307E+03   0.57416E+00   0.10847E+00   0.00000E+00
   0.10326E+03   0.57804E+00   0.10867E+00   0.00000E+00
   0.10345E+03   0.58195E+00   0.10887E+00   0.00000E+00
   0.10364E+03   0.58588E+00   0.10907E+00   0.00000E+00
   0.10383E+03   0.58984E+00   0.10927E+00   0.00000E+00
   0.10402E+03   0.59382E+00   0.10947E+00   0.00000E+00
   0.10421E+03   0.59783E+00   0.10967E+00   0.00000E+00
   0.10441E+03   0.60187E+00   0.10987E+00   0.00000E+00
   0.10460E+03   0.60593E+00   0.11007E+00   0.00000E+00
   0.10479E+03   0.61001E+00   0.11027E+00   0.00000E+00
   0.10498E+03   0.61411E+00   0.11047E+00   0.00000E+00
   0.10517E+03   0.61823E+00   0.11067E+00   0.00000E+00
   0.10536E+03   0.62236E+00   0.11087E+00   0.00000E+00
   0.10555E+03   0.62652E+00   0.11107E+00   0.00000E+00
   0.10574E+03   0.63070E+00   0.11127E+00   0.00000E+00
   0.10594E+03   0.63490E+00   0.11147E+00   0.00000E+00
   0.10613E+03   0.63913E+00   0.11167E+00   0.00000E+00
   0.10632E+03   0.64338E+00   0.11187E+00   0.00000E+00
   0.10651E+03   0.64765E+00   0.11207E+00   0.00000E+00
   0.10670E+03   0.65195E+00   0.11227E+00   0.00000E+00
   0.10689E+03   0.65627E+00   0.11247E+00   0.00000E+00
   0.10708E+03   0.66062E+00   0.11267E+00   0.00000E+00
   0.10727E+03   0.66499E+00   0.11287E+00   0.00000E+00
   0.10747E+03   0.66938E+00   0.11307E+00   0.00000E+00
   0.10766E+03   0.67380E+00   0.11327E+00   0.00000E+00
   0.10785E+03   0.67824E+00   0.11347E+00   0.00000E+00
   0.10804E+03   0.68271E+00   0.11367E+00   0.00000E+00
   0.10823E+03   0.68721E+00   0.11387E+00   0.00000E+00
   0.10842E+03   0.69173E+00   0.11407E+00   0.00000E+00
   0.10861E+03   0.69627E+00   0.11427E+00   0.00000E+00
   0.10880E+03   0.70084E+00   0.11447E+00   0.00000E+00
   0.10900E+03   0.70544E+00   0.11467E+00   0.00000E+00
   0.10919E+03   0.71006E+00   0.11487E+00   0.00000E+00
   0.10938E+03   0.71471E+00   0.11507E+00   0.00000E+00
   0.10957E+03   0.71939E+00   0.11527E+00   0.00000E+00
   0.10976E+03   0.72409E+00   0.11547E+00   0.00000E+00
   0.10995E+03   0.72881E+00   0.11567E+00   0.00000E+00
   0.11014E+03   0.73356E+00   0.11587E+00   0.00000E+00
   0.11033E+03   0.73834E+00   0.11607E+00   0.00000E+00
   0.11053E+03   0.74315E+00   0.11627E+00   0.00000E+00
   0.11072E+03   0.74798E+00   0.11647E+00   0.00000E+00
   0.11091E+03   0.75284E+00   0.11667E+00   0.00000E+00
   0.11110E+03   0.75772E+00   0.11687E+00   0.00000E+00
   0.11129E+03   0.76263E+00   0.11707E+00   0.00000E+00
   0.11148E+03   0.76757E+00   0.11727E+00   0.00000E+00
   0.11167E+03   0.77253E+00   0.11747E+00   0.00000E+00
   0.11187E+03   0.77753E+00   0.11767E+00   0.00000E+00
   0.11206E+03   0.78254E+00   0.11787E+00   0.00000E+00
   0.11225E+03   0.78759E+00   0.11807E+00   0.00000E+00
   0.11244E+03   0.79266E+00   0.11827E+00   0.00000E+00
   0.11263E+03   0.79776E+00   0.11847E+00   0.00000E+00
   0.11282E+03   0.80289E+00   0.11867E+00   0.00000E+00
   0.11302E+03   0.80804E+00   0.11887E+00   0.00000E+00
   0.11321E+03   0.81322E+00   0.11907E+00   0.00000E+00
   0.11340E+03   0.81843E+00   0.11927E+00   0.00000E+00
   0.11359E+03   0.82367E+00   0.11947E+00   0.00000E+00
   0.11378E+03   0.82893E+00   0.11967E+00   0.00000E+00
   0.11397E+03   0.83422E+00   0.11987E+00   0.00000E+00
   0.11416E+03   0.83954E+00   0.12007E+00   0.00000E+00
   0.11436E+03   0.84489E+00   0.12027E+00   0.00000E+00
   0.11455E+03   0.85026E+00   0.12047E+00   0.00000E+00
   0.11474E+03   0.85566E+00   0.12067E+00   0.00000E+00
   0.11493E+03   0.86109E+00   0.12087E+00   0.00000E+00
   0.11512E+03   0.86655E+00   0.12107E+00   0.00000E+00
   0.11531E+03   0.87204E+00   0.12127E+00   0.00000E+00
   0.11551E+03   0.87755E+00   0.12147E+00   0.00000E+00
   0.11570E+03   0.88309E+00   0.12167E+00   0.00000E+00
   0.11589E+03   0.88866E+00   0.12187E+00   0.00000E+00
   0.11608E+03   0.89426E+00   0.12207E+00   0.00000E+00
   0.11627E+03   0.89989E+00   0.12227E+00   0.00000E+00
   0.11646E+03   0.90554E+00   0.12247E+00   0.00000E+00
   0.11666E+03   0.91122E+00   0.12267E+00   0.00000E+00
   0.11685E+03   0.91694E+00   0.12287E+00   0.00000E+00
   0.11704E+03   0.92268E+00   0.12307E+00   0.00000E+00
   0.11723E+03   0.92845E+00   0.12327E+00   0.00000E+00
   0.11742E+03   0.93424E+00   0.12347E+00   0.00000E+00
   0.11761E+03   0.94007E+00   0.12367E+00   0.00000E+00
   0.11781E+03   0.94592E+00   0.12387E+00   0.00000E+00
   0.11800E+03   0.95181E+00   0.12407E+00   0.00000E+00
   0.11819E+03   0.95772E+00   0.12427E+00   0.00000E+00
   0.11838E+03   0.96366E+00   0.12447E+00   0.00000E+00
   0.11857E+03   0.96963E+00   0.12467E+00   0.00000E+00
   0.11876E+03   0.97563E+00   0.12487E+00   0.00000E+00
   0.11896E+03   0.98166E+00   0.12507E+00   0.00000E+00
   0.11915E+03   0.98772E+00   0.12527E+00   0.00000E+00
   0.11934E+03   0.99380E+00   0.12547E+00   0.00000E+00
   0.11953E+03   0.99992E+00   0.12567E+00   0.00000E+00
   0.11972E+03   0.10061E+01   0.12587E+00   0.00000E+00
   0.11992E+03   0.10122E+01   0.12607E+00   0.00000E+00
   0.12011E+03   0.10184E+01   0.12627E+00   0.00000E+00
   0.12030E+03   0.10247E+01   0.12647E+00   0.00000E+00
   0.12049E+03   0.10309E+01   0.12667E+00   0.00000E+00
   0.12068E+03   0.10372E+01   0.12687E+00   0.00000E+00
   0.12087E+03   0.10436E+01   0.12707E+00   0.00000E+00
   0.12107E+03   0.10499E+01   0.12727E+00   0.00000E+00
   0.12126E+03   0.10563E+01   0.12747E+00   0.00000E+00
   0.12145E+03   0.10627E+01   0.12767E+00   0.00000E+00
   0.12164E+03   0.10691E+01   0.12787E+00   0.00000E+00
   0.12183E+03   0.10756E+01   0.12807E+00   0.00000E+00
   0.12203E+03   0.10821E+01   0.12827E+00   0.00000E+00
   0.12222E+03   0.10886E+01   0.12847E+00   0.00000E+00
   0.12241E+03   0.10952E+01   0.12867E+00   0.00000E+00
   0.12260E+03   0.11018E+01   0.12887E+00   0.00000E+00
   0.12279E+03   0.11084E+01   0.12907E+00   0.00000E+00
   0.12299E+03   0.11151E+01   0.12927E+00   0.00000E+00
   0.12318E+03   0.11217E+01   0.12947E+00   0.00000E+00
   0.12337E+03   0.11284E+01   0.12967E+00   0.00000E+00
   0.12356E+03   0.11352E+01   0.12987E+00   0.00000E+00
   0.12375E+03   0.11420E+01   0.13007E+00   0.00000E+00
   0.12395E+03   0.11488E+01   0.13027E+00   0.00000E+00
   0.12414E+03   0.11556E+01   0.13047E+00   0.00000E+00
   0.12433E+03   0.11625E+01   0.13067E+00   0.00000E+00
   0.12452E+03   0.11693E+01   0.13087E+00   0.00000E+00
   0.12471E+03   0.11763E+01   0.13107E+00   0.00000E+00
   0.12491E+03   0.11832E+01   0.13127E+00   0.00000E+00
   0.12510E+03   0.11902E+01   0.13147E+00   0.00000E+00
   0.12529E+03   0.11972E+01   0.13167E+00   0.00000E+00
   0.12548E+03   0.12043E+01   0.13187E+00   0.00000E+00
   0.12568E+03   0.12113E+01   0.13207E+00   0.00000E+00
   0.12587E+03   0.12184E+01   0.13227E+00   0.00000E+00
   0.12606E+03   0.12256E+01   0.13247E+00   0.00000E+00
   0.12625E+03   0.12328E+01   0.13267E+00   0.00000E+00
   0.12644E+03   0.12400E+01   0.13287E+00   0.00000E+00
   0.12664E+03   0.12472E+01   0.13307E+00   0.00000E+00
   0.12683E+03   0.12544E+01   0.13327E+00   0.00000E+00
   0.12702E+03   0.12617E+01   0.13347E+00   0.00000E+00
   0.12721E+03   0.12691E+01   0.13367E+00   0.00000E+00
   0.12741E+03   0.12764E+01   0.13387E+00   0.00000E+00
   0.12760E+03   0.12838E+01   0.13407E+00   0.00000E+00
   0.12779E+03   0.12912E+01   0.13427E+00   0.00000E+00
   0.12798E+03   0.12987E+01   0.13447E+00   0.00000E+00
   0.12817E+03   0.13062E+01   0.13467E+00   0.00000E+00
   0.12837E+03   0.13137E+01   0.13487E+00   0.00000E+00
   0.12856E+03   0.13212E+01   0.13507E+00   0.00000E+00
   0.12875E+03   0.13288E+01   0.13527E+00   0.00000E+00
   0.12894E+03   0.13364E+01   0.13547E+00   0.00000E+00
   0.12914E+03   0.13440E+01   0.13567E+00   0.00000E+00
   0.12933E+03   0.13517E+01   0.13587E+00   0.00000E+00
   0.12952E+03   0.13594E+01   0.13607E+00   0.00000E+00
   0.12971E+03   0.13671E+01   0.13627E+00   0.00000E+00
   0.12991E+03   0.13749E+01   0.13647E+00   0.00000E+00
   0.13010E+03   0.13827E+01   0.13667E+00   0.00000E+00
   0.13029E+03   0.13905E+01   0.13687E+00   0.00000E+00
   0.13048E+03   0.13984E+01   0.13707E+00   0.00000E+00
   0.13067E+03   0.14063E+01   0.13727E+00   0.00000E+00
   0.13087E+03   0.14142E+01   0.13747E+00   0.00000E+00
   0.13106E+03   0.14222E+01   0.13767E+00   0.00000E+00
   0.13125E+03   0.14301E+01   0.13787E+00   0.00000E+00
   0.13144E+03   0.14382E+01   0.13807E+00   0.00000E+00
   0.13164E+03   0.14462E+01   0.13827E+00   0.00000E+00
   0.13183E+03   0.14543E+01   0.13847E+00   0.00000E+00
   0.13202E+03   0.14624E+01   0.13867E+00   0.00000E+00
   0.13221E+03   0.14706E+01   0.13887E+00   0.00000E+00
   0.13241E+03   0.14788E+01   0.13907E+00   0.00000E+00
   0.13260E+03   0.14870E+01   0.13927E+00   0.00000E+00
   0.13279E+03   0.14952E+01   0.13947E+00   0.00000E+00
   0.13299E+03   0.15035E+01   0.13967E+00   0.00000E+00
   0.13318E+03   0.15118E+01   0.13987E+00   0.00000E+00
   0.13337E+03   0.15201E+01   0.14007E+00   0.00000E+00
   0.13356E+03   0.15285E+01   0.14027E+00   0.00000E+00
   0.13376E+03   0.15369E+01   0.14047E+00   0.00000E+00
   0.13395E+03   0.15454E+01   0.14067E+00   0.00000E+00
   0.13414E+03   0.15538E+01   0.14087E+00   0.00000E+00
   0.13433E+03   0.15623E+01   0.14107E+00   0.00000E+00
   0.13453E+03   0.15709E+01   0.14127E+00   0.00000E+00
   0.13472E+03   0.15794E+01   0.14147E+00   0.00000E+00
   0.13491E+03   0.15881E+01   0.14167E+00   0.00000E+00
   0.13510E+03   0.15967E+01   0.14187E+00   0.00000E+00
   0.13530E+03   0.16054E+01   0.14207E+00   0.00000E+00
   0.13549E+03   0.16141E+01   0.14227E+00   0.00000E+00
   0.13568E+03   0.16228E+01   0.14247E+00   0.00000E+00
   0.13588E+03   0.16316E+01   0.14267E+00   0.00000E+00
   0.13607E+03   0.16404E+01   0.14287E+00   0.00000E+00
   0.13626E+03   0.16492E+01   0.14307E+00   0.00000E+00
   0.13645E+03   0.16581E+01   0.14327E+00   0.00000E+00
   0.13665E+03   0.16670E+01   0.14347E+00   0.00000E+00
   0.13684E+03   0.16759E+01   0.14367E+00   0.00000E+00
   0.13703E+03   0.16849E+01   0.14387E+00   0.00000E+00
   0.13722E+03   0.16939E+01   0.14407E+00   0.00000E+00
   0.13742E+03   0.17029E+01   0.14427E+00   0.00000E+00
   0.13761E+03   0.17120E+01   0.14447E+00   0.00000E+00
   0.13780E+03   0.17211E+01   0.14467E+00   0.00000E+00
   0.13800E+03   0.17302E+01   0.14487E+00   0.00000E+00
   0.13819E+03   0.17394E+01   0.14507E+00   0.00000E+00
   0.13838E+03   0.17485E+01   0.14527E+00   0.00000E+00
   0.13857E+03   0.17578E+01   0.14547E+00   0.00000E+00
   0.13877E+03   0.17670E+01   0.14567E+00   0.00000E+00
   0.13896E+03   0.17763E+01   0.14587E+00   0.00000E+00
   0.13915E+03   0.17857E+01   0.14607E+00   0.00000E+00
   0.13935E+03   0.17950E+01   0.14627E+00   0.00000E+00
   0.13954E+03   0.18044E+01   0.14647E+00   0.00000E+00
   0.13973E+03   0.18139E+01   0.14667E+00   0.00000E+00
   0.13993E+03   0.18233E+01   0.14687E+00   0.00000E+00
   0.14012E+03   0.18328E+01   0.14707E+00   0.00000E+00
   0.14031E+03   0.18424E+01   0.14727E+00   0.00000E+00
   0.14050E+03   0.18519E+01   0.14747E+00   0.00000E+00
   0.14070E+03   0.18615E+01   0.14767E+00   0.00000E+00
   0.14089E+03   0.18712E+01   0.14787E+00   0.00000E+00
   0.14108E+03   0.18809E+01   0.14807E+00   0.00000E+00
   0.14128E+03   0.18906E+01   0.14827E+00   0.00000E+00
   0.14147E+03   0.19003E+01   0.14847E+00   0.00000E+00
   0.14166E+03   0.19101E+01   0.14867E+00   0.00000E+00
   0.14186E+03   0.19199E+01   0.14887E+00   0.00000E+00
   0.14205E+03   0.19297E+01   0.14907E+00   0.00000E+00
   0.14224E+03   0.19396E+01   0.14927E+00   0.00000E+00
   0.14244E+03   0.19495E+01   0.14947E+00   0.00000E+00
   0.14263E+03   0.19594E+01   0.14967E+00   0.00000E+00
   0.14282E+03   0.19694E+01   0.14987E+00   0.00000E+00
   0.14302E+03   0.19794E+01   0.15007E+00   0.00000E+00
   0.14321E+03   0.19895E+01   0.15027E+00   0.00000E+00
   0.14340E+03   0.19995E+01   0.15047E+00   0.00000E+00
   0.14360E+03   0.20096E+01   0.15067E+00   0.00000E+00
   0.14379E+03   0.20198E+01   0.15087E+00   0.00000E+00
   0.14398E+03   0.20300E+01   0.15107E+00   0.00000E+00
   0.14418E+03   0.20402E+01   0.15127E+00   0.00000E+00
   0.14437E+03   0.20504E+01   0.15147E+00   0.00000E+00
   0.14456E+03   0.20607E+01   0.15167E+00   0.00000E+00
   0.14476E+03   0.20710E+01   0.15187E+00   0.00000E+00
   0.14495E+03   0.20814E+01   0.15207E+00   0.00000E+00
   0.14514E+03   0.20918E+01   0.15227E+00   0.00000E+00
   0.14534E+03   0.21022E+01   0.15247E+00   0.00000E+00
   0.14553E+03   0.21127E+01   0.15267E+00   0.00000E+00
   0.14572E+03   0.21232E+01   0.15287E+00   0.00000E+00
   0.14592E+03   0.21337E+01   0.15307E+00   0.00000E+00
   0.14611E+03   0.21442E+01   0.15327E+00   0.00000E+00
   0.14630E+03   0.21548E+01   0.15347E+00   0.00000E+00
   0.14650E+03   0.21655E+01   0.15367E+00   0.00000E+00
   0.14669E+03   0.21761E+01   0.15387E+00   0.00000E+00
   0.14688E+03   0.21868E+01   0.15407E+00   0.00000E+00
   0.14708E+03   0.21976E+01   0.15427E+00   0.00000E+00
   0.14727E+03   0.22083E+01   0.15447E+00   0.00000E+00
   0.14746E+03   0.22191E+01   0.15467E+00   0.00000E+00
   0.14766E+03   0.22300E+01   0.15487E+00   0.00000E+00
   0.14785E+03   0.22408E+01   0.15507E+00   0.00000E+00
   0.14804E+03   0.22518E+01   0.15527E+00   0.00000E+00
   0.14824E+03   0.22627E+01   0.15547E+00   0.00000E+00
   0.14843E+03   0.22737E+01   0.15567E+00   0.00000E+00
   0.14863E+03   0.22847E+01   0.15587E+00   0.00000E+00
   0.14882E+03   0.22957E+01   0.15607E+00   0.00000E+00
   0.14901E+03   0.23068E+01   0.15627E+00   0.00000E+00
   0.14921E+03   0.23180E+01   0.15647E+00   0.00000E+00
   0.14940E+03   0.23291E+01   0.15667E+00   0.00000E+00
   0.14959E+03   0.23403E+01   0.15687E+00   0.00000E+00
   0.14979E+03   0.23515E+01   0.15707E+00   0.00000E+00
   0.14998E+03   0.23628E+01   0.15727E+00   0.00000E+00
   0.15018E+03   0.23741E+01   0.15747E+00   0.00000E+00
   0.15037E+03   0.23854E+01   0.15767E+00   0.00000E+00
   0.15056E+03   0.23968E+01   0.15787E+00   0.00000E+00
   0.15076E+03   0.24082E+01   0.15807E+00   0.00000E+00
   0.15095E+03   0.24196E+01   0.15827E+00   0.00000E+00
   0.15114E+03   0.24311E+01   0.15847E+00   0.00000E+00
   0.15134E+03   0.24426E+01   0.15867E+00   0.00000E+00
   0.15153E+03   0.24541E+01   0.15887E+00   0.00000E+00
   0.15173E+03   0.24657E+01   0.15907E+00   0.00000E+00
