 ========================================================
       E/V           P              n           eps      
   0.37119E-01   0.50488E-04   0.39710E-04   0.00000E+00
   0.46756E-01   0.68657E-04   0.50014E-04   0.00000E+00
   0.60359E-01   0.93311E-04   0.64550E-04   0.00000E+00
   0.77973E-01   0.12689E-03   0.83310E-04   0.00000E+00
   0.95980E-01   0.16209E-03   0.10250E-03   0.00000E+00
   0.10406E+00   0.18050E-03   0.11115E-03   0.00000E+00
   0.11466E+00   0.20535E-03   0.12240E-03   0.00000E+00
   0.14781E+00   0.27918E-03   0.15780E-03   0.00000E+00
   0.18427E+00   0.36301E-03   0.19660E-03   0.00000E+00
   0.22074E+00   0.43684E-03   0.23550E-03   0.00000E+00
   0.37539E+00   0.54551E-03   0.40000E-03   0.00000E+00
   0.56320E+00   0.78705E-03   0.60000E-03   0.00000E+00
   0.82573E+00   0.10579E-02   0.87900E-03   0.00000E+00
   0.14950E+01   0.16459E-02   0.15900E-02   0.00000E+00
   0.35099E+01   0.38654E-02   0.37300E-02   0.00000E+00
   0.54329E+01   0.69094E-02   0.57700E-02   0.00000E+00
   0.83919E+01   0.13082E-01   0.89100E-02   0.00000E+00
   0.19252E+02   0.46349E-01   0.20400E-01   0.00000E+00
   0.44938E+02   0.17133E+00   0.47500E-01   0.00000E+00
   0.49112E+02   0.25403E+00   0.52028E-01   0.00000E+00
   0.49302E+02   0.25694E+00   0.52228E-01   0.00000E+00
   0.49492E+02   0.25986E+00   0.52428E-01   0.00000E+00
   0.49682E+02   0.26280E+00   0.52628E-01   0.00000E+00
   0.49871E+02   0.26577E+00   0.52828E-01   0.00000E+00
   0.50061E+02   0.26875E+00   0.53028E-01   0.00000E+00
   0.50251E+02   0.27176E+00   0.53228E-01   0.00000E+00
   0.50441E+02   0.27479E+00   0.53428E-01   0.00000E+00
   0.50631E+02   0.27784E+00   0.53628E-01   0.00000E+00
   0.50821E+02   0.28092E+00   0.53828E-01   0.00000E+00
   0.51010E+02   0.28401E+00   0.54028E-01   0.00000E+00
   0.51200E+02   0.28713E+00   0.54228E-01   0.00000E+00
   0.51390E+02   0.29027E+00   0.54428E-01   0.00000E+00
   0.51580E+02   0.29343E+00   0.54628E-01   0.00000E+00
   0.51770E+02   0.29661E+00   0.54828E-01   0.00000E+00
   0.51960E+02   0.29982E+00   0.55028E-01   0.00000E+00
   0.52150E+02   0.30304E+00   0.55228E-01   0.00000E+00
   0.52340E+02   0.30629E+00   0.55428E-01   0.00000E+00
   0.52530E+02   0.30956E+00   0.55628E-01   0.00000E+00
   0.52720E+02   0.31286E+00   0.55828E-01   0.00000E+00
   0.52910E+02   0.31617E+00   0.56028E-01   0.00000E+00
   0.53100E+02   0.31951E+00   0.56228E-01   0.00000E+00
   0.53290E+02   0.32287E+00   0.56428E-01   0.00000E+00
   0.53480E+02   0.32625E+00   0.56628E-01   0.00000E+00
   0.53670E+02   0.32966E+00   0.56828E-01   0.00000E+00
   0.53860E+02   0.33308E+00   0.57028E-01   0.00000E+00
   0.54050E+02   0.33653E+00   0.57228E-01   0.00000E+00
   0.54240E+02   0.34001E+00   0.57428E-01   0.00000E+00
   0.54430E+02   0.34350E+00   0.57628E-01   0.00000E+00
   0.54620E+02   0.34702E+00   0.57828E-01   0.00000E+00
   0.54810E+02   0.35056E+00   0.58028E-01   0.00000E+00
   0.55001E+02   0.35412E+00   0.58228E-01   0.00000E+00
   0.55191E+02   0.35771E+00   0.58428E-01   0.00000E+00
   0.55381E+02   0.36131E+00   0.58628E-01   0.00000E+00
   0.55571E+02   0.36495E+00   0.58828E-01   0.00000E+00
   0.55761E+02   0.36860E+00   0.59028E-01   0.00000E+00
   0.55951E+02   0.37228E+00   0.59228E-01   0.00000E+00
   0.56142E+02   0.37598E+00   0.59428E-01   0.00000E+00
   0.56332E+02   0.37970E+00   0.59628E-01   0.00000E+00
   0.56522E+02   0.38344E+00   0.59828E-01   0.00000E+00
   0.56712E+02   0.38721E+00   0.60028E-01   0.00000E+00
   0.56903E+02   0.39100E+00   0.60228E-01   0.00000E+00
   0.57093E+02   0.39482E+00   0.60428E-01   0.00000E+00
   0.57283E+02   0.39866E+00   0.60628E-01   0.00000E+00
   0.57473E+02   0.40252E+00   0.60828E-01   0.00000E+00
   0.57664E+02   0.40640E+00   0.61028E-01   0.00000E+00
   0.57854E+02   0.41031E+00   0.61228E-01   0.00000E+00
   0.58044E+02   0.41424E+00   0.61428E-01   0.00000E+00
   0.58235E+02   0.41820E+00   0.61628E-01   0.00000E+00
   0.58425E+02   0.42218E+00   0.61828E-01   0.00000E+00
   0.58615E+02   0.42618E+00   0.62028E-01   0.00000E+00
   0.58806E+02   0.43020E+00   0.62228E-01   0.00000E+00
   0.58996E+02   0.43425E+00   0.62428E-01   0.00000E+00
   0.59187E+02   0.43832E+00   0.62628E-01   0.00000E+00
   0.59377E+02   0.44242E+00   0.62828E-01   0.00000E+00
   0.59567E+02   0.44654E+00   0.63028E-01   0.00000E+00
   0.59758E+02   0.45068E+00   0.63228E-01   0.00000E+00
   0.59948E+02   0.45485E+00   0.63428E-01   0.00000E+00
   0.60139E+02   0.45904E+00   0.63628E-01   0.00000E+00
   0.60329E+02   0.46325E+00   0.63828E-01   0.00000E+00
   0.60520E+02   0.46749E+00   0.64028E-01   0.00000E+00
   0.60710E+02   0.47175E+00   0.64228E-01   0.00000E+00
   0.60901E+02   0.47603E+00   0.64428E-01   0.00000E+00
   0.61091E+02   0.48034E+00   0.64628E-01   0.00000E+00
   0.61282E+02   0.48468E+00   0.64828E-01   0.00000E+00
   0.61472E+02   0.48903E+00   0.65028E-01   0.00000E+00
   0.61663E+02   0.49342E+00   0.65228E-01   0.00000E+00
   0.61854E+02   0.49782E+00   0.65428E-01   0.00000E+00
   0.62044E+02   0.50225E+00   0.65628E-01   0.00000E+00
   0.62235E+02   0.50670E+00   0.65828E-01   0.00000E+00
   0.62425E+02   0.51118E+00   0.66028E-01   0.00000E+00
   0.62616E+02   0.51568E+00   0.66228E-01   0.00000E+00
   0.62807E+02   0.52021E+00   0.66428E-01   0.00000E+00
   0.62997E+02   0.52476E+00   0.66628E-01   0.00000E+00
   0.63188E+02   0.52933E+00   0.66828E-01   0.00000E+00
   0.63379E+02   0.53393E+00   0.67028E-01   0.00000E+00
   0.63569E+02   0.53856E+00   0.67228E-01   0.00000E+00
   0.63760E+02   0.54320E+00   0.67428E-01   0.00000E+00
   0.63951E+02   0.54788E+00   0.67628E-01   0.00000E+00
   0.64142E+02   0.55257E+00   0.67828E-01   0.00000E+00
   0.64332E+02   0.55729E+00   0.68028E-01   0.00000E+00
   0.64523E+02   0.56204E+00   0.68228E-01   0.00000E+00
   0.64714E+02   0.56681E+00   0.68428E-01   0.00000E+00
   0.64905E+02   0.57160E+00   0.68628E-01   0.00000E+00
   0.65096E+02   0.57642E+00   0.68828E-01   0.00000E+00
   0.65287E+02   0.58127E+00   0.69028E-01   0.00000E+00
   0.65477E+02   0.58613E+00   0.69228E-01   0.00000E+00
   0.65668E+02   0.59103E+00   0.69428E-01   0.00000E+00
   0.65859E+02   0.59595E+00   0.69628E-01   0.00000E+00
   0.66050E+02   0.60089E+00   0.69828E-01   0.00000E+00
   0.66241E+02   0.60585E+00   0.70028E-01   0.00000E+00
   0.66432E+02   0.61085E+00   0.70228E-01   0.00000E+00
   0.66623E+02   0.61586E+00   0.70428E-01   0.00000E+00
   0.66814E+02   0.62090E+00   0.70628E-01   0.00000E+00
   0.67005E+02   0.62597E+00   0.70828E-01   0.00000E+00
   0.67196E+02   0.63106E+00   0.71028E-01   0.00000E+00
   0.67387E+02   0.63618E+00   0.71228E-01   0.00000E+00
   0.67578E+02   0.64132E+00   0.71428E-01   0.00000E+00
   0.67769E+02   0.64649E+00   0.71628E-01   0.00000E+00
   0.67960E+02   0.65168E+00   0.71828E-01   0.00000E+00
   0.68151E+02   0.65689E+00   0.72028E-01   0.00000E+00
   0.68342E+02   0.66213E+00   0.72228E-01   0.00000E+00
   0.68533E+02   0.66740E+00   0.72428E-01   0.00000E+00
   0.68724E+02   0.67269E+00   0.72628E-01   0.00000E+00
   0.68915E+02   0.67801E+00   0.72828E-01   0.00000E+00
   0.69106E+02   0.68335E+00   0.73028E-01   0.00000E+00
   0.69297E+02   0.68872E+00   0.73228E-01   0.00000E+00
   0.69489E+02   0.69411E+00   0.73428E-01   0.00000E+00
   0.69680E+02   0.69953E+00   0.73628E-01   0.00000E+00
   0.69871E+02   0.70497E+00   0.73828E-01   0.00000E+00
   0.70062E+02   0.71044E+00   0.74028E-01   0.00000E+00
   0.70253E+02   0.71593E+00   0.74228E-01   0.00000E+00
   0.70445E+02   0.72145E+00   0.74428E-01   0.00000E+00
   0.70636E+02   0.72699E+00   0.74628E-01   0.00000E+00
   0.70827E+02   0.73256E+00   0.74828E-01   0.00000E+00
   0.71018E+02   0.73816E+00   0.75028E-01   0.00000E+00
   0.71210E+02   0.74378E+00   0.75228E-01   0.00000E+00
   0.71401E+02   0.74942E+00   0.75428E-01   0.00000E+00
   0.71592E+02   0.75510E+00   0.75628E-01   0.00000E+00
   0.71784E+02   0.76079E+00   0.75828E-01   0.00000E+00
   0.71975E+02   0.76652E+00   0.76028E-01   0.00000E+00
   0.72166E+02   0.77226E+00   0.76228E-01   0.00000E+00
   0.72358E+02   0.77804E+00   0.76428E-01   0.00000E+00
   0.72549E+02   0.78384E+00   0.76628E-01   0.00000E+00
   0.72740E+02   0.78966E+00   0.76828E-01   0.00000E+00
   0.72932E+02   0.79551E+00   0.77028E-01   0.00000E+00
   0.73123E+02   0.80139E+00   0.77228E-01   0.00000E+00
   0.73315E+02   0.80729E+00   0.77428E-01   0.00000E+00
   0.73506E+02   0.81322E+00   0.77628E-01   0.00000E+00
   0.73698E+02   0.81918E+00   0.77828E-01   0.00000E+00
   0.73889E+02   0.82516E+00   0.78028E-01   0.00000E+00
   0.74081E+02   0.83116E+00   0.78228E-01   0.00000E+00
   0.74272E+02   0.83720E+00   0.78428E-01   0.00000E+00
   0.74464E+02   0.84325E+00   0.78628E-01   0.00000E+00
   0.74655E+02   0.84934E+00   0.78828E-01   0.00000E+00
   0.74847E+02   0.85545E+00   0.79028E-01   0.00000E+00
   0.75039E+02   0.86158E+00   0.79228E-01   0.00000E+00
   0.75230E+02   0.86775E+00   0.79428E-01   0.00000E+00
   0.75422E+02   0.87394E+00   0.79628E-01   0.00000E+00
   0.75613E+02   0.88015E+00   0.79828E-01   0.00000E+00
   0.75805E+02   0.88639E+00   0.80028E-01   0.00000E+00
   0.75997E+02   0.89266E+00   0.80228E-01   0.00000E+00
   0.76188E+02   0.89895E+00   0.80428E-01   0.00000E+00
   0.76380E+02   0.90527E+00   0.80628E-01   0.00000E+00
   0.76572E+02   0.91162E+00   0.80828E-01   0.00000E+00
   0.76764E+02   0.91799E+00   0.81028E-01   0.00000E+00
   0.76955E+02   0.92439E+00   0.81228E-01   0.00000E+00
   0.77147E+02   0.93081E+00   0.81428E-01   0.00000E+00
   0.77339E+02   0.93726E+00   0.81628E-01   0.00000E+00
   0.77531E+02   0.94374E+00   0.81828E-01   0.00000E+00
   0.77722E+02   0.95024E+00   0.82028E-01   0.00000E+00
   0.77914E+02   0.95677E+00   0.82228E-01   0.00000E+00
   0.78106E+02   0.96333E+00   0.82428E-01   0.00000E+00
   0.78298E+02   0.96991E+00   0.82628E-01   0.00000E+00
   0.78490E+02   0.97652E+00   0.82828E-01   0.00000E+00
   0.78682E+02   0.98316E+00   0.83028E-01   0.00000E+00
   0.78874E+02   0.98982E+00   0.83228E-01   0.00000E+00
   0.79066E+02   0.99651E+00   0.83428E-01   0.00000E+00
   0.79258E+02   0.10032E+01   0.83628E-01   0.00000E+00
   0.79450E+02   0.10100E+01   0.83828E-01   0.00000E+00
   0.79641E+02   0.10167E+01   0.84028E-01   0.00000E+00
   0.79833E+02   0.10235E+01   0.84228E-01   0.00000E+00
   0.80025E+02   0.10303E+01   0.84428E-01   0.00000E+00
   0.80217E+02   0.10372E+01   0.84628E-01   0.00000E+00
   0.80410E+02   0.10441E+01   0.84828E-01   0.00000E+00
   0.80602E+02   0.10510E+01   0.85028E-01   0.00000E+00
   0.80794E+02   0.10579E+01   0.85228E-01   0.00000E+00
   0.80986E+02   0.10648E+01   0.85428E-01   0.00000E+00
   0.81178E+02   0.10718E+01   0.85628E-01   0.00000E+00
   0.81370E+02   0.10788E+01   0.85828E-01   0.00000E+00
   0.81562E+02   0.10859E+01   0.86028E-01   0.00000E+00
   0.81754E+02   0.10929E+01   0.86228E-01   0.00000E+00
   0.81946E+02   0.11000E+01   0.86428E-01   0.00000E+00
   0.82139E+02   0.11071E+01   0.86628E-01   0.00000E+00
   0.82331E+02   0.11143E+01   0.86828E-01   0.00000E+00
   0.82523E+02   0.11214E+01   0.87028E-01   0.00000E+00
   0.82715E+02   0.11286E+01   0.87228E-01   0.00000E+00
   0.82907E+02   0.11358E+01   0.87428E-01   0.00000E+00
   0.83100E+02   0.11431E+01   0.87628E-01   0.00000E+00
   0.83292E+02   0.11504E+01   0.87828E-01   0.00000E+00
   0.83484E+02   0.11577E+01   0.88028E-01   0.00000E+00
   0.83677E+02   0.11650E+01   0.88228E-01   0.00000E+00
   0.83869E+02   0.11723E+01   0.88428E-01   0.00000E+00
   0.84061E+02   0.11797E+01   0.88628E-01   0.00000E+00
   0.84254E+02   0.11871E+01   0.88828E-01   0.00000E+00
   0.84446E+02   0.11946E+01   0.89028E-01   0.00000E+00
   0.84638E+02   0.12020E+01   0.89228E-01   0.00000E+00
   0.84831E+02   0.12095E+01   0.89428E-01   0.00000E+00
   0.85023E+02   0.12170E+01   0.89628E-01   0.00000E+00
   0.85216E+02   0.12246E+01   0.89828E-01   0.00000E+00
   0.85408E+02   0.12321E+01   0.90028E-01   0.00000E+00
   0.85601E+02   0.12397E+01   0.90228E-01   0.00000E+00
   0.85793E+02   0.12474E+01   0.90428E-01   0.00000E+00
   0.85986E+02   0.12550E+01   0.90628E-01   0.00000E+00
   0.86178E+02   0.12627E+01   0.90828E-01   0.00000E+00
   0.86371E+02   0.12704E+01   0.91028E-01   0.00000E+00
   0.86563E+02   0.12781E+01   0.91228E-01   0.00000E+00
   0.86756E+02   0.12859E+01   0.91428E-01   0.00000E+00
   0.86949E+02   0.12937E+01   0.91628E-01   0.00000E+00
   0.87141E+02   0.13015E+01   0.91828E-01   0.00000E+00
   0.87334E+02   0.13094E+01   0.92028E-01   0.00000E+00
   0.87526E+02   0.13172E+01   0.92228E-01   0.00000E+00
   0.87719E+02   0.13251E+01   0.92428E-01   0.00000E+00
   0.87912E+02   0.13331E+01   0.92628E-01   0.00000E+00
   0.88105E+02   0.13410E+01   0.92828E-01   0.00000E+00
   0.88297E+02   0.13490E+01   0.93028E-01   0.00000E+00
   0.88490E+02   0.13570E+01   0.93228E-01   0.00000E+00
   0.88683E+02   0.13651E+01   0.93428E-01   0.00000E+00
   0.88876E+02   0.13731E+01   0.93628E-01   0.00000E+00
   0.89068E+02   0.13812E+01   0.93828E-01   0.00000E+00
   0.89261E+02   0.13894E+01   0.94028E-01   0.00000E+00
   0.89454E+02   0.13975E+01   0.94228E-01   0.00000E+00
   0.89647E+02   0.14057E+01   0.94428E-01   0.00000E+00
   0.89840E+02   0.14139E+01   0.94628E-01   0.00000E+00
   0.90033E+02   0.14222E+01   0.94828E-01   0.00000E+00
   0.90225E+02   0.14304E+01   0.95028E-01   0.00000E+00
   0.90418E+02   0.14387E+01   0.95228E-01   0.00000E+00
   0.90611E+02   0.14471E+01   0.95428E-01   0.00000E+00
   0.90804E+02   0.14554E+01   0.95628E-01   0.00000E+00
   0.90997E+02   0.14638E+01   0.95828E-01   0.00000E+00
   0.91190E+02   0.14722E+01   0.96028E-01   0.00000E+00
   0.91383E+02   0.14807E+01   0.96228E-01   0.00000E+00
   0.91576E+02   0.14891E+01   0.96428E-01   0.00000E+00
   0.91769E+02   0.14976E+01   0.96628E-01   0.00000E+00
   0.91962E+02   0.15062E+01   0.96828E-01   0.00000E+00
   0.92155E+02   0.15147E+01   0.97028E-01   0.00000E+00
   0.92348E+02   0.15233E+01   0.97228E-01   0.00000E+00
   0.92542E+02   0.15319E+01   0.97428E-01   0.00000E+00
   0.92735E+02   0.15406E+01   0.97628E-01   0.00000E+00
   0.92928E+02   0.15492E+01   0.97828E-01   0.00000E+00
   0.93121E+02   0.15579E+01   0.98028E-01   0.00000E+00
   0.93314E+02   0.15667E+01   0.98228E-01   0.00000E+00
   0.93507E+02   0.15754E+01   0.98428E-01   0.00000E+00
   0.93701E+02   0.15842E+01   0.98628E-01   0.00000E+00
   0.93894E+02   0.15930E+01   0.98828E-01   0.00000E+00
   0.94087E+02   0.16019E+01   0.99028E-01   0.00000E+00
   0.94280E+02   0.16107E+01   0.99228E-01   0.00000E+00
   0.94474E+02   0.16196E+01   0.99428E-01   0.00000E+00
   0.94667E+02   0.16285E+01   0.99628E-01   0.00000E+00
   0.94860E+02   0.16375E+01   0.99828E-01   0.00000E+00
   0.95054E+02   0.16465E+01   0.10003E+00   0.00000E+00
   0.95247E+02   0.16555E+01   0.10023E+00   0.00000E+00
   0.95440E+02   0.16645E+01   0.10043E+00   0.00000E+00
   0.95634E+02   0.16735E+01   0.10063E+00   0.00000E+00
   0.95827E+02   0.16826E+01   0.10083E+00   0.00000E+00
   0.96020E+02   0.16917E+01   0.10103E+00   0.00000E+00
   0.96214E+02   0.17009E+01   0.10123E+00   0.00000E+00
   0.96407E+02   0.17100E+01   0.10143E+00   0.00000E+00
   0.96601E+02   0.17192E+01   0.10163E+00   0.00000E+00
   0.96794E+02   0.17285E+01   0.10183E+00   0.00000E+00
   0.96988E+02   0.17377E+01   0.10203E+00   0.00000E+00
   0.97181E+02   0.17470E+01   0.10223E+00   0.00000E+00
   0.97375E+02   0.17563E+01   0.10243E+00   0.00000E+00
   0.97569E+02   0.17656E+01   0.10263E+00   0.00000E+00
   0.97762E+02   0.17749E+01   0.10283E+00   0.00000E+00
   0.97956E+02   0.17843E+01   0.10303E+00   0.00000E+00
   0.98149E+02   0.17937E+01   0.10323E+00   0.00000E+00
   0.98343E+02   0.18031E+01   0.10343E+00   0.00000E+00
   0.98537E+02   0.18125E+01   0.10363E+00   0.00000E+00
   0.98730E+02   0.18220E+01   0.10383E+00   0.00000E+00
   0.98924E+02   0.18314E+01   0.10403E+00   0.00000E+00
   0.99118E+02   0.18409E+01   0.10423E+00   0.00000E+00
   0.99312E+02   0.18505E+01   0.10443E+00   0.00000E+00
   0.99505E+02   0.18600E+01   0.10463E+00   0.00000E+00
   0.99699E+02   0.18695E+01   0.10483E+00   0.00000E+00
   0.99893E+02   0.18790E+01   0.10503E+00   0.00000E+00
   0.10009E+03   0.18885E+01   0.10523E+00   0.00000E+00
   0.10028E+03   0.18980E+01   0.10543E+00   0.00000E+00
   0.10047E+03   0.19075E+01   0.10563E+00   0.00000E+00
   0.10067E+03   0.19171E+01   0.10583E+00   0.00000E+00
   0.10086E+03   0.19266E+01   0.10603E+00   0.00000E+00
   0.10106E+03   0.19362E+01   0.10623E+00   0.00000E+00
   0.10125E+03   0.19457E+01   0.10643E+00   0.00000E+00
   0.10144E+03   0.19553E+01   0.10663E+00   0.00000E+00
   0.10164E+03   0.19649E+01   0.10683E+00   0.00000E+00
   0.10183E+03   0.19745E+01   0.10703E+00   0.00000E+00
   0.10203E+03   0.19841E+01   0.10723E+00   0.00000E+00
   0.10222E+03   0.19938E+01   0.10743E+00   0.00000E+00
   0.10241E+03   0.20034E+01   0.10763E+00   0.00000E+00
   0.10261E+03   0.20131E+01   0.10783E+00   0.00000E+00
   0.10280E+03   0.20228E+01   0.10803E+00   0.00000E+00
   0.10300E+03   0.20325E+01   0.10823E+00   0.00000E+00
   0.10319E+03   0.20422E+01   0.10843E+00   0.00000E+00
   0.10338E+03   0.20520E+01   0.10863E+00   0.00000E+00
   0.10358E+03   0.20617E+01   0.10883E+00   0.00000E+00
   0.10377E+03   0.20715E+01   0.10903E+00   0.00000E+00
   0.10397E+03   0.20813E+01   0.10923E+00   0.00000E+00
   0.10416E+03   0.20911E+01   0.10943E+00   0.00000E+00
   0.10435E+03   0.21009E+01   0.10963E+00   0.00000E+00
   0.10455E+03   0.21108E+01   0.10983E+00   0.00000E+00
   0.10474E+03   0.21207E+01   0.11003E+00   0.00000E+00
   0.10494E+03   0.21305E+01   0.11023E+00   0.00000E+00
   0.10513E+03   0.21404E+01   0.11043E+00   0.00000E+00
   0.10533E+03   0.21504E+01   0.11063E+00   0.00000E+00
   0.10552E+03   0.21603E+01   0.11083E+00   0.00000E+00
   0.10571E+03   0.21702E+01   0.11103E+00   0.00000E+00
   0.10591E+03   0.21802E+01   0.11123E+00   0.00000E+00
   0.10610E+03   0.21902E+01   0.11143E+00   0.00000E+00
   0.10630E+03   0.22002E+01   0.11163E+00   0.00000E+00
   0.10649E+03   0.22103E+01   0.11183E+00   0.00000E+00
   0.10669E+03   0.22203E+01   0.11203E+00   0.00000E+00
   0.10688E+03   0.22304E+01   0.11223E+00   0.00000E+00
   0.10708E+03   0.22405E+01   0.11243E+00   0.00000E+00
   0.10727E+03   0.22506E+01   0.11263E+00   0.00000E+00
   0.10746E+03   0.22607E+01   0.11283E+00   0.00000E+00
   0.10766E+03   0.22709E+01   0.11303E+00   0.00000E+00
   0.10785E+03   0.22811E+01   0.11323E+00   0.00000E+00
   0.10805E+03   0.22913E+01   0.11343E+00   0.00000E+00
   0.10824E+03   0.23015E+01   0.11363E+00   0.00000E+00
   0.10844E+03   0.23117E+01   0.11383E+00   0.00000E+00
   0.10863E+03   0.23220E+01   0.11403E+00   0.00000E+00
   0.10883E+03   0.23323E+01   0.11423E+00   0.00000E+00
   0.10902E+03   0.23426E+01   0.11443E+00   0.00000E+00
   0.10922E+03   0.23529E+01   0.11463E+00   0.00000E+00
   0.10941E+03   0.23633E+01   0.11483E+00   0.00000E+00
   0.10961E+03   0.23736E+01   0.11503E+00   0.00000E+00
   0.10980E+03   0.23840E+01   0.11523E+00   0.00000E+00
   0.10999E+03   0.23945E+01   0.11543E+00   0.00000E+00
   0.11019E+03   0.24049E+01   0.11563E+00   0.00000E+00
   0.11038E+03   0.24154E+01   0.11583E+00   0.00000E+00
   0.11058E+03   0.24258E+01   0.11603E+00   0.00000E+00
   0.11077E+03   0.24364E+01   0.11623E+00   0.00000E+00
   0.11097E+03   0.24469E+01   0.11643E+00   0.00000E+00
   0.11116E+03   0.24575E+01   0.11663E+00   0.00000E+00
   0.11136E+03   0.24680E+01   0.11683E+00   0.00000E+00
   0.11155E+03   0.24786E+01   0.11703E+00   0.00000E+00
   0.11175E+03   0.24893E+01   0.11723E+00   0.00000E+00
   0.11194E+03   0.24999E+01   0.11743E+00   0.00000E+00
   0.11214E+03   0.25106E+01   0.11763E+00   0.00000E+00
   0.11233E+03   0.25213E+01   0.11783E+00   0.00000E+00
   0.11253E+03   0.25320E+01   0.11803E+00   0.00000E+00
   0.11272E+03   0.25428E+01   0.11823E+00   0.00000E+00
   0.11292E+03   0.25536E+01   0.11843E+00   0.00000E+00
   0.11311E+03   0.25644E+01   0.11863E+00   0.00000E+00
   0.11331E+03   0.25752E+01   0.11883E+00   0.00000E+00
   0.11350E+03   0.25860E+01   0.11903E+00   0.00000E+00
   0.11370E+03   0.25969E+01   0.11923E+00   0.00000E+00
   0.11389E+03   0.26078E+01   0.11943E+00   0.00000E+00
   0.11409E+03   0.26187E+01   0.11963E+00   0.00000E+00
   0.11428E+03   0.26297E+01   0.11983E+00   0.00000E+00
   0.11448E+03   0.26406E+01   0.12003E+00   0.00000E+00
   0.11467E+03   0.26516E+01   0.12023E+00   0.00000E+00
   0.11487E+03   0.26627E+01   0.12043E+00   0.00000E+00
   0.11506E+03   0.26737E+01   0.12063E+00   0.00000E+00
   0.11526E+03   0.26848E+01   0.12083E+00   0.00000E+00
   0.11545E+03   0.26959E+01   0.12103E+00   0.00000E+00
   0.11565E+03   0.27070E+01   0.12123E+00   0.00000E+00
   0.11584E+03   0.27181E+01   0.12143E+00   0.00000E+00
   0.11604E+03   0.27293E+01   0.12163E+00   0.00000E+00
   0.11624E+03   0.27405E+01   0.12183E+00   0.00000E+00
   0.11643E+03   0.27517E+01   0.12203E+00   0.00000E+00
   0.11663E+03   0.27630E+01   0.12223E+00   0.00000E+00
   0.11682E+03   0.27742E+01   0.12243E+00   0.00000E+00
   0.11702E+03   0.27855E+01   0.12263E+00   0.00000E+00
   0.11721E+03   0.27968E+01   0.12283E+00   0.00000E+00
   0.11741E+03   0.28082E+01   0.12303E+00   0.00000E+00
   0.11760E+03   0.28195E+01   0.12323E+00   0.00000E+00
   0.11780E+03   0.28309E+01   0.12343E+00   0.00000E+00
   0.11799E+03   0.28424E+01   0.12363E+00   0.00000E+00
   0.11819E+03   0.28538E+01   0.12383E+00   0.00000E+00
   0.11839E+03   0.28653E+01   0.12403E+00   0.00000E+00
